dataset,model,n_features,n_samples,backend,library,computation_type,approximator,budget,n_eval,runtime_s,n_model_evals,mean_abs_diff,relative_mae,sign_agreement,mean_sample_rho,reference_backend
gisette,linear_regularized,4,1000,shap_approx,shap,approximation,kernel,64.0,50,0.0972,35100.0,2.052004399732965e-16,3.759868531120143e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shap_approx,shap,approximation,permutation,64.0,50,4.0059,130339.0,2.458797054849526e-16,4.505230920627011e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shapiq_approx,shapiq,approximation,kernel,64.0,50,0.9125,40051.0,8.540377922205272e-09,1.5648454846272025e-08,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shapiq_approx,shapiq,approximation,permutation,64.0,50,5.2181,155051.0,1.4599432773820808e-16,2.6750404563282715e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,lightshap_approx,lightshap,approximation,kernel,64.0,50,0.0762,30100.0,1.7387133399715536e-16,3.185828243082018e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,lightshap_approx,lightshap,approximation,permutation,64.0,50,0.0997,30100.0,7.393391454613153e-17,1.354684223487535e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,dalex_approx,dalex,approximation,permutation,64.0,50,2.6288,202601.0,7.016956460326184e-17,1.2857103904286902e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shap_approx,shap,approximation,kernel,256.0,50,0.0981,70150.0,2.601044379879624e-16,4.562004770338327e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shap_approx,shap,approximation,permutation,256.0,50,4.5734,985874.0,6.401476571049613e-16,1.1227631054756902e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shapiq_approx,shapiq,approximation,kernel,256.0,50,1.847,80101.0,9.974950701263642e-09,1.7495192713766908e-08,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shapiq_approx,shapiq,approximation,permutation,256.0,50,34.8397,1270101.0,5.724240526028268e-16,1.0039818154703493e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,lightshap_approx,lightshap,approximation,kernel,256.0,50,0.0789,60150.0,2.1330159860610821e-16,3.7411238266026463e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,lightshap_approx,lightshap,approximation,permutation,256.0,50,0.1008,60150.0,1.0266093530830743e-16,1.8005831819969467e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,dalex_approx,dalex,approximation,permutation,256.0,50,9.9471,1605151.0,1.2836953722228372e-16,2.251489615879927e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shap_true_value,shap,true_value,,,50,0.0012,,,,,,
gisette,linear_regularized,4,1000,shap_approx,shap,approximation,kernel,512.0,50,0.0984,70150.0,2.601044379879624e-16,4.562004770338327e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shap_approx,shap,approximation,permutation,512.0,50,8.0016,1949591.0,7.833837745163664e-16,1.3739867508584e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shapiq_approx,shapiq,approximation,kernel,512.0,50,1.8202,80101.0,9.974950701263642e-09,1.7495192713766908e-08,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,shapiq_approx,shapiq,approximation,permutation,512.0,50,64.619,2560101.0,9.703175762876269e-16,1.7018523197870772e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,lightshap_approx,lightshap,approximation,kernel,512.0,50,0.0785,60150.0,1.9718601751428367e-16,3.458470603203666e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,lightshap_approx,lightshap,approximation,permutation,512.0,50,0.1008,60150.0,1.0495077029659683e-16,1.8407448886585887e-16,1.0,1.0,shap_true_value
gisette,linear_regularized,4,1000,dalex_approx,dalex,approximation,permutation,512.0,50,19.8214,3205151.0,1.3086753902769032e-16,2.295302386783536e-16,1.0,1.0,shap_true_value
gisette,gradient_boosting,4,1000,shap_approx,shap,approximation,kernel,64.0,50,0.1131,35100.0,5.635495513884193e-09,1.7926483980975537e-08,1.0,1.0,shap_true_value
gisette,gradient_boosting,4,1000,shap_approx,shap,approximation,permutation,64.0,50,4.0369,130171.0,0.0102347397133764,0.0325566575413421,0.98,0.976,shap_true_value
gisette,gradient_boosting,4,1000,shapiq_approx,shapiq,approximation,kernel,64.0,50,1.1714,40051.0,7.966961593590654e-09,2.534286630744093e-08,1.0,1.0,shap_true_value
gisette,gradient_boosting,4,1000,shapiq_approx,shapiq,approximation,permutation,64.0,50,6.9169,155051.0,0.0184737153189854,0.058764799105774,0.995,0.956,shap_true_value
gisette,gradient_boosting,4,1000,lightshap_approx,lightshap,approximation,kernel,64.0,50,0.9702,336400.0,0.0059661129658598,0.0189781764971119,0.995,0.984,shap_true_value
gisette,gradient_boosting,4,1000,lightshap_approx,lightshap,approximation,permutation,64.0,50,0.8934,134000.0,0.0065753522037515,0.0209161635670581,0.995,0.984,shap_true_value
gisette,gradient_boosting,4,1000,dalex_approx,dalex,approximation,permutation,64.0,50,3.0626,202601.0,0.0204452218801196,0.0650361519441337,0.985,0.968,shap_true_value
gisette,gradient_boosting,4,1000,shap_approx,shap,approximation,kernel,256.0,50,0.1151,70150.0,5.726334104386903e-09,1.7245109605108156e-08,1.0,1.0,shap_true_value
gisette,gradient_boosting,4,1000,shap_approx,shap,approximation,permutation,256.0,50,4.7312,986147.0,0.0050156018871178,0.015104707951405,0.98,0.996,shap_true_value
gisette,gradient_boosting,4,1000,shapiq_approx,shapiq,approximation,kernel,256.0,50,2.2933,80101.0,8.846551962254403e-09,2.664178433100627e-08,1.0,1.0,shap_true_value
gisette,gradient_boosting,4,1000,shapiq_approx,shapiq,approximation,permutation,256.0,50,43.3366,1270101.0,0.0088408237582692,0.0266245335901722,0.98,0.976,shap_true_value
gisette,gradient_boosting,4,1000,lightshap_approx,lightshap,approximation,kernel,256.0,50,0.8147,549150.0,0.0080083235917428,0.0241174223465198,0.965,0.992,shap_true_value
gisette,gradient_boosting,4,1000,lightshap_approx,lightshap,approximation,permutation,256.0,50,0.7484,224350.0,0.008877545552362,0.026735122904816,0.955,0.992,shap_true_value
gisette,gradient_boosting,4,1000,dalex_approx,dalex,approximation,permutation,256.0,50,11.8568,1605151.0,0.0103322426098247,0.031116007732852,0.965,0.972,shap_true_value
gisette,gradient_boosting,4,1000,shap_true_value,shap,true_value,,,50,0.0143,,,,,,
gisette,gradient_boosting,4,1000,shap_approx,shap,approximation,kernel,512.0,50,0.1169,70150.0,5.726334104386903e-09,1.7245109605108156e-08,1.0,1.0,shap_true_value
gisette,gradient_boosting,4,1000,shap_approx,shap,approximation,permutation,512.0,50,7.4415,1949688.0,0.0032763044234143,0.0098667363537513,0.98,0.992,shap_true_value
gisette,gradient_boosting,4,1000,shapiq_approx,shapiq,approximation,kernel,512.0,50,2.3237,80101.0,8.846551962254403e-09,2.664178433100627e-08,1.0,1.0,shap_true_value
gisette,gradient_boosting,4,1000,shapiq_approx,shapiq,approximation,permutation,512.0,50,83.3512,2560101.0,0.006403740609499,0.0192851493958223,0.985,0.988,shap_true_value
gisette,gradient_boosting,4,1000,lightshap_approx,lightshap,approximation,kernel,512.0,50,0.798,537750.0,0.008890878279817,0.0267752750059866,0.955,0.988,shap_true_value
gisette,gradient_boosting,4,1000,lightshap_approx,lightshap,approximation,permutation,512.0,50,0.8241,244550.0,0.0074896842566367,0.0225555169431005,0.97,0.988,shap_true_value
gisette,gradient_boosting,4,1000,dalex_approx,dalex,approximation,permutation,512.0,50,23.883,3205151.0,0.0067792677878949,0.0204160661801175,0.995,0.98,shap_true_value
gisette,random_forest,256,1000,shap_approx,shap,approximation,kernel,64.0,50,0.7677,160100.0,0.0024700259254488,1.3264529531660303,0.9,0.1474449786822827,shap_true_value
gisette,random_forest,256,1000,shap_approx,shap,approximation,permutation,64.0,50,5.6734,1483487.0,0.0002942825214091,0.1580355556459848,0.9900839054157132,0.9540466751665084,shap_true_value
gisette,random_forest,256,1000,shapiq_approx,shapiq,approximation,kernel,64.0,50,4.4389,160051.0,190969647767.62357,102554491690369.42,0.5279770444763271,0.0146627236502652,shap_true_value
gisette,random_forest,256,1000,shapiq_approx,shapiq,approximation,permutation,64.0,50,5.967,5051.0,0.0018621285583882,1.0000000000000002,,,shap_true_value
gisette,random_forest,256,1000,lightshap_approx,lightshap,approximation,kernel,64.0,50,145.0538,57400600.0,0.0006780116620656,0.3641057213861087,0.9899569583931134,0.5193195977954083,shap_true_value
gisette,random_forest,256,1000,lightshap_approx,lightshap,approximation,permutation,64.0,50,111.9708,58685800.0,4.736324169160427e-05,0.0254350009714689,0.9992826398852224,0.7728892448503158,shap_true_value
gisette,random_forest,256,1000,dalex_approx,dalex,approximation,permutation,64.0,50,17.5144,645101.0,0.0010278693351001,0.5519862366483498,0.966436327739388,0.8018499627966975,shap_true_value
gisette,random_forest,256,1000,shap_approx,shap,approximation,kernel,256.0,50,2.254,1280150.0,0.001016664708116,0.5382810867610103,0.9880239520958084,0.4051747043482153,shap_true_value
gisette,random_forest,256,1000,shap_approx,shap,approximation,permutation,256.0,50,7.0987,2985555.0,0.0003105099396784,0.1644019178062271,0.9932685115931188,0.9667585065685916,shap_true_value
gisette,random_forest,256,1000,shapiq_approx,shapiq,approximation,kernel,256.0,50,9.5536,1280101.0,0.188187017604731,99.63708933921718,0.6264285714285714,0.0812516570812564,shap_true_value
gisette,random_forest,256,1000,shapiq_approx,shapiq,approximation,permutation,256.0,50,11.9479,10101.0,0.0018887245588241,0.9999999999999996,,,shap_true_value
gisette,random_forest,256,1000,lightshap_approx,lightshap,approximation,kernel,256.0,50,331.4215,159426150.0,0.0006178943012449,0.3271489738184402,0.9842857142857144,0.5212916183722095,shap_true_value
gisette,random_forest,256,1000,lightshap_approx,lightshap,approximation,permutation,256.0,50,295.4544,171665350.0,4.006086787301364e-05,0.0212105400365816,1.0,0.7057479657206613,shap_true_value
gisette,random_forest,256,1000,dalex_approx,dalex,approximation,permutation,256.0,50,17.3779,1290151.0,0.0010678234788699,0.5653674983369743,0.967741935483871,0.794685875463493,shap_true_value
gisette,random_forest,256,1000,shap_true_value,shap,true_value,,,50,0.0064,,,,,,
gisette,random_forest,256,1000,shap_approx,shap,approximation,kernel,512.0,50,3.7793,2560150.0,0.0007266976812483,0.3847557749239825,0.997716894977169,0.5410673690757184,shap_true_value
gisette,random_forest,256,1000,shap_approx,shap,approximation,permutation,512.0,50,7.7887,2984627.0,0.0003072454899364,0.1626735293407646,0.9933234421364984,0.9702823630089504,shap_true_value
gisette,random_forest,256,1000,shapiq_approx,shapiq,approximation,kernel,512.0,50,12.1417,2560101.0,0.0045507064910361,2.4094071683323643,0.8607142857142858,0.3596336332561199,shap_true_value
gisette,random_forest,256,1000,shapiq_approx,shapiq,approximation,permutation,512.0,50,20.2397,2560101.0,0.0007227827593179,0.3826829888673198,0.9819432502149612,0.856184043436119,shap_true_value
gisette,random_forest,256,1000,lightshap_approx,lightshap,approximation,kernel,512.0,50,353.0076,164016150.0,0.000612009190396,0.3240330558189342,0.9842857142857144,0.5186103601055839,shap_true_value
gisette,random_forest,256,1000,lightshap_approx,lightshap,approximation,permutation,512.0,50,293.4135,169438950.0,3.9995487826312303e-05,0.0211759240591507,1.0,0.7058550679170341,shap_true_value
gisette,random_forest,256,1000,dalex_approx,dalex,approximation,permutation,512.0,50,34.6482,2575151.0,0.0006715896388651,0.3555783905744952,0.9840871021775544,0.8976663253871762,shap_true_value
gisette,decision_tree,256,1000,shap_approx,shap,approximation,kernel,64.0,50,0.7224,160100.0,0.0022832319480165,1.1428830229647249,0.9682539682539684,0.3041336505755903,shap_true_value
gisette,decision_tree,256,1000,shap_approx,shap,approximation,permutation,64.0,50,5.4147,1483536.0,0.0004181774590978,0.2093207915229933,0.9833887043189368,0.9146765739136778,shap_true_value
gisette,decision_tree,256,1000,shapiq_approx,shapiq,approximation,kernel,64.0,50,3.4736,160051.0,172276998069.45697,86234101844951.53,0.5074183976261127,0.008779213790344,shap_true_value
gisette,decision_tree,256,1000,shapiq_approx,shapiq,approximation,permutation,64.0,50,3.9544,5051.0,0.0019977827145368,1.0,,,shap_true_value
gisette,decision_tree,256,1000,lightshap_approx,lightshap,approximation,kernel,64.0,50,151.8048,60282100.0,0.0014045511248656,0.7030549992476381,0.9910979228486648,0.2716167273779126,shap_true_value
gisette,decision_tree,256,1000,lightshap_approx,lightshap,approximation,permutation,64.0,50,108.6707,60355600.0,8.244714331369842e-05,0.0412693245935963,1.0,0.7211474345865088,shap_true_value
gisette,decision_tree,256,1000,dalex_approx,dalex,approximation,permutation,64.0,50,11.9989,645101.0,0.0014007883447726,0.7011715210967676,0.9605263157894736,0.7607725469767197,shap_true_value
gisette,decision_tree,256,1000,shap_approx,shap,approximation,kernel,256.0,50,1.9578,1280150.0,0.0005017176278118,0.2363548447302499,1.0,0.5829521235814543,shap_true_value
gisette,decision_tree,256,1000,shap_approx,shap,approximation,permutation,256.0,50,6.6184,2987977.0,0.0004668752184151,0.2199408863471175,0.9909638554216867,0.9562954432201052,shap_true_value
gisette,decision_tree,256,1000,shapiq_approx,shapiq,approximation,kernel,256.0,50,7.4077,1280101.0,0.6697567086745161,315.5166055779137,0.64,0.057214715047789,shap_true_value
gisette,decision_tree,256,1000,shapiq_approx,shapiq,approximation,permutation,256.0,50,7.8259,10101.0,0.0021227304580301,1.0,,,shap_true_value
gisette,decision_tree,256,1000,lightshap_approx,lightshap,approximation,kernel,256.0,50,674.9053,326349150.0,0.0011647170032946,0.5486881289561067,1.0,0.2804924805427954,shap_true_value
gisette,decision_tree,256,1000,lightshap_approx,lightshap,approximation,permutation,256.0,50,547.3572,328778350.0,5.32724686484582e-05,0.0250962002485678,1.0,0.6274901104432263,shap_true_value
gisette,decision_tree,256,1000,dalex_approx,dalex,approximation,permutation,256.0,50,12.0422,1290151.0,0.0014809374508568,0.6976568528776377,0.9828326180257512,0.7870550493397381,shap_true_value
gisette,decision_tree,256,1000,shap_true_value,shap,true_value,,,50,0.0033,,,,,,
gisette,decision_tree,256,1000,shap_approx,shap,approximation,kernel,512.0,50,3.4856,2560150.0,0.0002451342849478,0.1154806461746108,1.0,0.710688619482582,shap_true_value
gisette,decision_tree,256,1000,shap_approx,shap,approximation,permutation,512.0,50,6.7379,2986735.0,0.0004612985419747,0.2173137622017274,0.9969879518072288,0.9679666162465488,shap_true_value
gisette,decision_tree,256,1000,shapiq_approx,shapiq,approximation,kernel,512.0,50,9.9653,2560101.0,0.0127394824025422,6.001460220420242,0.8914285714285715,0.2109017486444977,shap_true_value
gisette,decision_tree,256,1000,shapiq_approx,shapiq,approximation,permutation,512.0,50,14.2032,2560101.0,0.0009463648414455,0.4458243098484428,0.9724137931034482,0.6939476838801367,shap_true_value
gisette,decision_tree,256,1000,lightshap_approx,lightshap,approximation,kernel,512.0,50,954.382,449208150.0,0.0010170478318889,0.479122456664961,1.0,0.2808008618877744,shap_true_value
gisette,decision_tree,256,1000,lightshap_approx,lightshap,approximation,permutation,512.0,50,770.3122,451382150.0,5.207563041026532e-05,0.0245323800830516,1.0,0.6266376561367918,shap_true_value
gisette,decision_tree,256,1000,dalex_approx,dalex,approximation,permutation,512.0,50,24.3344,2575151.0,0.0010165194041743,0.4788735189288787,0.9722222222222222,0.8537364515843044,shap_true_value
gisette,linear_regularized,256,1000,shap_approx,shap,approximation,kernel,64.0,50,0.967,160100.0,0.1249171321876351,1.1025138918623012,0.7055214723926381,0.0982138963049769,shap_true_value
gisette,linear_regularized,256,1000,shap_approx,shap,approximation,permutation,64.0,50,5.2811,1484247.0,3.605971487224614e-16,3.1826168186064285e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,shapiq_approx,shapiq,approximation,kernel,64.0,50,3.5013,160051.0,3.546274356873001e+16,3.1299283567723014e+17,0.51921875,0.0070333886472877,shap_true_value
gisette,linear_regularized,256,1000,shapiq_approx,shapiq,approximation,permutation,64.0,50,3.9196,5051.0,0.1133020936150133,1.0,,,shap_true_value
gisette,linear_regularized,256,1000,lightshap_approx,lightshap,approximation,kernel,64.0,50,6.313,2550100.0,2.0590847221129426e-13,1.817340400707388e-12,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,lightshap_approx,lightshap,approximation,permutation,64.0,50,8.7268,3810100.0,1.5115389510685638e-16,1.3340785706966622e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,dalex_approx,dalex,approximation,permutation,64.0,50,11.931,645101.0,2.8349420696403886e-16,2.502109166025807e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,shap_approx,shap,approximation,kernel,256.0,50,2.1747,1280150.0,0.1185880808258933,1.0247257388395243,0.8777555110220441,0.1974616815100098,shap_true_value
gisette,linear_regularized,256,1000,shap_approx,shap,approximation,permutation,256.0,50,6.6301,2986753.0,5.485379086463639e-16,4.7399444345877266e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,shapiq_approx,shapiq,approximation,kernel,256.0,50,7.4581,1280101.0,1.9198723095022892,16.58971590678373,0.713203125,0.464068679903868,shap_true_value
gisette,linear_regularized,256,1000,shapiq_approx,shapiq,approximation,permutation,256.0,50,7.8806,10101.0,0.1157266538070872,1.0000000000000002,,,shap_true_value
gisette,linear_regularized,256,1000,lightshap_approx,lightshap,approximation,kernel,256.0,50,10.0727,5100150.0,2.159505532778025e-13,1.866039898101481e-12,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,lightshap_approx,lightshap,approximation,permutation,256.0,50,15.6927,7620150.0,1.8635172377393224e-16,1.6102748817448293e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,dalex_approx,dalex,approximation,permutation,256.0,50,12.0887,1290151.0,3.333301537131994e-16,2.880323095393828e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,shap_true_value,shap,true_value,,,50,0.0014,,,,,,
gisette,linear_regularized,256,1000,shap_approx,shap,approximation,kernel,512.0,50,3.4276,2560150.0,0.1135732089460043,0.981391971596512,0.954,0.2572123402243945,shap_true_value
gisette,linear_regularized,256,1000,shap_approx,shap,approximation,permutation,512.0,50,6.9133,2987517.0,5.279952420930789e-16,4.562434190599087e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,shapiq_approx,shapiq,approximation,kernel,512.0,50,9.8099,2560101.0,7.258817184752681e-07,6.272381466116617e-06,1.0,0.9999998712520024,shap_true_value
gisette,linear_regularized,256,1000,shapiq_approx,shapiq,approximation,permutation,512.0,50,13.9817,2560101.0,5.155862305916272e-16,4.455207280520643e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,lightshap_approx,lightshap,approximation,kernel,512.0,50,10.1666,5100150.0,2.221404046558344e-13,1.919526723948448e-12,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,lightshap_approx,lightshap,approximation,permutation,512.0,50,15.2952,7620150.0,1.8640222202536295e-16,1.6107112397468065e-15,1.0,1.0,shap_true_value
gisette,linear_regularized,256,1000,dalex_approx,dalex,approximation,permutation,512.0,50,24.0186,2575151.0,2.50086000294357e-16,2.1610060609826555e-15,1.0,1.0,shap_true_value
gisette,gradient_boosting,256,1000,shap_approx,shap,approximation,kernel,64.0,50,0.8148,160100.0,178467741468.70923,23305560496486.844,0.776,0.1033798569053581,shap_true_value
gisette,gradient_boosting,256,1000,shap_approx,shap,approximation,permutation,64.0,50,5.1654,1483493.0,0.0023620068877776,0.3084473079739833,0.9311555075593952,0.7969272666448162,shap_true_value
gisette,gradient_boosting,256,1000,shapiq_approx,shapiq,approximation,kernel,64.0,50,6.4469,160051.0,330489440403147.25,4.315761259362418e+16,0.5044285111767187,-0.0035806223228144,shap_true_value
gisette,gradient_boosting,256,1000,shapiq_approx,shapiq,approximation,permutation,64.0,50,5.3141,5051.0,0.0076577322178375,0.9999999999999998,,,shap_true_value
gisette,gradient_boosting,256,1000,lightshap_approx,lightshap,approximation,kernel,64.0,50,175.2184,72114100.0,0.0043776089199871,0.5716586576101697,0.7414592998734711,0.4572872951163835,shap_true_value
gisette,gradient_boosting,256,1000,lightshap_approx,lightshap,approximation,permutation,64.0,50,122.4942,71335800.0,0.0003094535653309,0.0404106015368576,0.9942893401015228,0.9319121760176096,shap_true_value
gisette,gradient_boosting,256,1000,dalex_approx,dalex,approximation,permutation,64.0,50,15.4424,645101.0,0.0060038900568303,0.7840297735725443,0.9080508474576272,0.6068339885457796,shap_true_value
gisette,gradient_boosting,256,1000,shap_approx,shap,approximation,kernel,256.0,50,1.9841,1280150.0,0.0041996426143887,0.5314391517799901,0.926027397260274,0.2378223557608008,shap_true_value
gisette,gradient_boosting,256,1000,shap_approx,shap,approximation,permutation,256.0,50,6.405,2987832.0,0.0024510201198046,0.3101616430412061,0.9555669050051072,0.8502051333551652,shap_true_value
gisette,gradient_boosting,256,1000,shapiq_approx,shapiq,approximation,kernel,256.0,50,9.3898,1280101.0,0.9270395077528526,117.31119404750068,0.5514386255433658,0.0461873130129349,shap_true_value
gisette,gradient_boosting,256,1000,shapiq_approx,shapiq,approximation,permutation,256.0,50,10.3392,10101.0,0.0079023959757624,1.0,,,shap_true_value
gisette,gradient_boosting,256,1000,lightshap_approx,lightshap,approximation,kernel,256.0,50,666.9685,324666150.0,0.003477741870774,0.4400870168289033,0.7770647898985718,0.5081538531318376,shap_true_value
gisette,gradient_boosting,256,1000,lightshap_approx,lightshap,approximation,permutation,256.0,50,478.4649,319923350.0,0.0002301193352557,0.0291201979705369,0.9946136316552724,0.904997793364874,shap_true_value
gisette,gradient_boosting,256,1000,dalex_approx,dalex,approximation,permutation,256.0,50,15.1687,1290151.0,0.00613077454103,0.7758121156967874,0.9276236429433052,0.6416166843991988,shap_true_value
gisette,gradient_boosting,256,1000,shap_true_value,shap,true_value,,,50,0.0199,,,,,,
gisette,gradient_boosting,256,1000,shap_approx,shap,approximation,kernel,512.0,50,3.2675,2560150.0,0.0033307411134623,0.421484967809528,0.9694835680751174,0.3059330418178536,shap_true_value
gisette,gradient_boosting,256,1000,shap_approx,shap,approximation,permutation,512.0,50,6.507,2985148.0,0.002368238860688,0.2996861797297527,0.953076923076923,0.8434222491986225,shap_true_value
gisette,gradient_boosting,256,1000,shapiq_approx,shapiq,approximation,kernel,512.0,50,11.6394,2560101.0,0.0329865148535569,4.174242211442009,0.5872490167667149,0.1769560167709465,shap_true_value
gisette,gradient_boosting,256,1000,shapiq_approx,shapiq,approximation,permutation,512.0,50,18.5577,2560101.0,0.0041176744371634,0.5210665790214596,0.9439193446754884,0.7433520900012762,shap_true_value
gisette,gradient_boosting,256,1000,lightshap_approx,lightshap,approximation,kernel,512.0,50,787.8728,395913150.0,0.0034002992623497,0.4302871271926784,0.7683709376940592,0.5085998955875567,shap_true_value
gisette,gradient_boosting,256,1000,lightshap_approx,lightshap,approximation,permutation,512.0,50,588.7972,399871350.0,0.0002183154077835,0.0276264829620238,0.9937849596022374,0.9030277110994196,shap_true_value
gisette,gradient_boosting,256,1000,dalex_approx,dalex,approximation,permutation,512.0,50,30.2437,2575151.0,0.0040713314899256,0.51520216177636,0.9413875598086124,0.7619094476580236,shap_true_value
